No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
9891_2025,07/01/2026,54, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Mitra Power Perkasa , Pembayaran rampung atas Pengadaan Sparepart untuk Perbaikan Pompa Air Pembibitan Kebun Kembayan Kalimantan Barat sesuai No. SPK Kontrak 5KBY/SPK-TEK/MPP/04/IX/2025 ,,  16.655.550 ,,,,  16.655.550 , Pembayaran rampung atas Pengadaan Sparepart untuk Perbaikan Pompa Air Pembibitan Kebun Kembayan Kalimantan Barat sesuai No. SPK Kontrak 5KBY/SPK-TEK/MPP/04/IX/2025 
9928_2025,07/01/2026,55, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Citra Borneo Khatulistiwa , Pembayaran rampung atas Sewa 250 HM Road Greader dan 125 HM Vibro Roller untuk Perbaikan Jalan Afd. I s.d. VII Kebun Sungai Dekan Kalimantan Barat sesuai No. SPK Kontrak 5TEP-AB/SP/139/IX/2025 ,,  292.407.625 ,,,,  292.407.625 , Pembayaran rampung atas Sewa 250 HM Road Greader dan 125 HM Vibro Roller untuk Perbaikan Jalan Afd. I s.d. VII Kebun Sungai Dekan Kalimantan Barat sesuai No. SPK Kontrak 5TEP-AB/SP/139/IX/2025 
9958_2025,07/01/2026,56, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT LPP Agro Nusantara , Pembayaran biaya Pelatihan Plantation Leadership Development Program (PLDP) 3 Bidang Tanaman Angkatan XVI sesuai Invoice PT LPP Agro Nusantara No. 12/INV-PLDP3-TAN-XVI/IV/2022 tanggal 25 April 2022 ,,  83.300.000 ,,,,  83.300.000 , Pembayaran biaya Pelatihan Plantation Leadership Development Program (PLDP) 3 Bidang Tanaman Angkatan XVI sesuai Invoice PT LPP Agro Nusantara No. 12/INV-PLDP3-TAN-XVI/IV/2022 tanggal 25 April 2022 
9959_2025,07/01/2026,57, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT LPP Agro Nusantara , Pembayaran biaya Pelaksanaan Gemba Kaizen: A Basic Continual Improvement tanggal 21 Juni-5 Juli 2023 sesuai Invoice PT LPP Agro Nusantara No. 03/INV-GEMBAKAIZEN/VII/2023R tanggal 28 Juli 2023 ,,  55.125.000 ,,,,  55.125.000 , Pembayaran biaya Pelaksanaan Gemba Kaizen: A Basic Continual Improvement tanggal 21 Juni-5 Juli 2023 sesuai Invoice PT LPP Agro Nusantara No. 03/INV-GEMBAKAIZEN/VII/2023R tanggal 28 Juli 2023 
9956_2025,07/01/2026,58, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT LPP Agro Nusantara , Pembayaran biaya Pelaksanaan Operasional Pengolahan Plasma tanggal 29-31 Agustus 2023 sesuai Invoice PT LPP Agro Nusantara No. 02/INV-PLASMA/IX/2023 tanggal 25 September 2023 ,,  176.400.000 ,,,,  176.400.000 , Pembayaran biaya Pelaksanaan Operasional Pengolahan Plasma tanggal 29-31 Agustus 2023 sesuai Invoice PT LPP Agro Nusantara No. 02/INV-PLASMA/IX/2023 tanggal 25 September 2023 
9067_2025,07/01/2026,59, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Layanan Psikologi Terapan Ghandur , Pembayaran biaya Rekrutmen KTNG Tenaga Pemanen Administrasi dan Operator Tahap Psikotes ,,  29.988.000 ,,,,  29.988.000 , Pembayaran biaya Rekrutmen KTNG Tenaga Pemanen Administrasi dan Operator Tahap Psikotes 
9981_2025,07/01/2026,60, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Koperasi Karyawan Sejahtera PTPN XIII , Pembayaran Pengadaan Alat Perlindungan Diri (APD) PKS dan Kebun Pelaihari sesuai Surat Perintah Kerja No. 5SDM/SP/08/IX/2025 ,,  94.698.095 ,,,,  94.698.095 , Pembayaran Pengadaan Alat Perlindungan Diri (APD) PKS dan Kebun Pelaihari sesuai Surat Perintah Kerja No. 5SDM/SP/08/IX/2025 
9983_2025,07/01/2026,61, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT PLN Nusa Daya , Pembayaran rampung atas Pwngadaan Jasa SLO Perumahan Karyawan Afdeling II 85 Pintu Kebun Longkali Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/087/VII/2025 ,,  105.852.625 ,,,,  105.852.625 , Pembayaran rampung atas Pwngadaan Jasa SLO Perumahan Karyawan Afdeling II 85 Pintu Kebun Longkali Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/087/VII/2025 
9806_2025,07/01/2026,62, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Super Andalas Steel ," Pembayaran Tahap III sebesar 40% atas Pengadaan, Pemasangan, dan Komisioning 1 (satu) unit Ketel Uap Merk Takuma Type N-1000 R di PKS Parindu Kalimantan Barat sesuai No. Kontrak 13.03/SP/Sawit/110/XII/2022 tgl. 1 Desember 2022, No. Addendum 13.03/ADD/110/XI/2023 tgl. 10 Nopember 2023, No. Addendum 5TEP/ADD/03/IX/2024 tgl. 20 September 2024 ",,  5.432.778.000 ,,,,  5.432.778.000 ," Pembayaran Tahap III sebesar 40% atas Pengadaan, Pemasangan, dan Komisioning 1 (satu) unit Ketel Uap Merk Takuma Type N-1000 R di PKS Parindu Kalimantan Barat sesuai No. Kontrak 13.03/SP/Sawit/110/XII/2022 tgl. 1 Desember 2022, No. Addendum 13.03/ADD/110/XI/2023 tgl. 10 Nopember 2023, No. Addendum 5TEP/ADD/03/IX/2024 tgl. 20 September 2024 "
9932_2025,07/01/2026,63, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Borneo Belva Adinata , Pembayaran rampung atas Pembangunan 1 unit Jembatan Beton ukuran 12M x 4M x 6M di Afdeling V Blok 531 Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/120/VIII/2025 ,,  529.785.135 ,,,,  529.785.135 , Pembayaran rampung atas Pembangunan 1 unit Jembatan Beton ukuran 12M x 4M x 6M di Afdeling V Blok 531 Kebun Pandawa Kalimantan Timur sesuai No. SPK Kontrak 5TEP-AB/SP/120/VIII/2025 
9989_2025,07/01/2026,64, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Kawan Sejati ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 220,60 Ha Afdeling IV & V Kebun Ngabang bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/64/5KNG/V/2025 tgl. 6 Mei 2025 dan SPP No. 5TAN/SPP/1370/XII/2025 tgl. 11 Desember 2025 ",,  99.788 ,,,,  99.788 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM IV seluas 220,60 Ha Afdeling IV & V Kebun Ngabang bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/64/5KNG/V/2025 tgl. 6 Mei 2025 dan SPP No. 5TAN/SPP/1370/XII/2025 tgl. 11 Desember 2025 "
9988_2025,07/01/2026,65, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Kawan Sejati ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM III seluas 119,19 Ha Afdeling III Kebun Ngabang bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/59/5KNG/IV/2025 tgl. 25 April 2025 dan SPP No. 5TAN/SPP/1377/XII/2025 tgl. 11 Desember 2025 ",,  597.303 ,,,,  597.303 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM III seluas 119,19 Ha Afdeling III Kebun Ngabang bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/59/5KNG/IV/2025 tgl. 25 April 2025 dan SPP No. 5TAN/SPP/1377/XII/2025 tgl. 11 Desember 2025 "
9987_2025,07/01/2026,66, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Mitra Power Perkasa ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM II seluas 331,35 Ha Afdeling III, V Kebun Ngabang bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/60/5KNG/IV/2025 tgl. 25 April 2025 dan SPP No. 5TAN/SPP/1381/XII/2025 tgl. 3 Desember 2025 ",,  4.075.998 ,,,,  4.075.998 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM II seluas 331,35 Ha Afdeling III, V Kebun Ngabang bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/60/5KNG/IV/2025 tgl. 25 April 2025 dan SPP No. 5TAN/SPP/1381/XII/2025 tgl. 3 Desember 2025 "
9986_2025,07/01/2026,67, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Mitra Power Perkasa ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I seluas 286,39 Ha Afdeling V Kebun Ngabang bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/88/5KNG/VI/2025 tgl. 2 Juni 2025 dan SPP No. 5TAN/SPP/1418/XII/2025 tgl. 3 Desember 2025 ",,  1.264.558 ,,,,  1.264.558 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I seluas 286,39 Ha Afdeling V Kebun Ngabang bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/88/5KNG/VI/2025 tgl. 2 Juni 2025 dan SPP No. 5TAN/SPP/1418/XII/2025 tgl. 3 Desember 2025 "
9985_2025,07/01/2026,68, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Mitra Power Perkasa ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I seluas 311,16 Ha Afdeling I & III Kebun Kembayan bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/58/5KBY/IV/2025 tgl. 25 April 2025 dan SPP No. 5TAN/SPP/1250/XI/2025 tgl. 18 Nopember 2025 ",,  3.855.903 ,,,,  3.855.903 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I seluas 311,16 Ha Afdeling I & III Kebun Kembayan bulan September 2025 sesuai Surat Perjanjian No. 5TAN/SPK/58/5KBY/IV/2025 tgl. 25 April 2025 dan SPP No. 5TAN/SPP/1250/XI/2025 tgl. 18 Nopember 2025 "
9984_2025,07/01/2026,69, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Mitra Power Perkasa ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I seluas 311,16 Ha Afdeling I & III Kebun Kembayan bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/58/5KBY/IV/2025 tgl. 25 April 2025 dan SPP No. 5TAN/SPP/1052/X/2025 tgl. 16 Oktober 2025 ",,  4.416.786 ,,,,  4.416.786 ," Permintaan pembayaran Retensi 5% Pemeliharaan TBM I seluas 311,16 Ha Afdeling I & III Kebun Kembayan bulan Agustus 2025 sesuai Surat Perjanjian No. 5TAN/SPK/58/5KBY/IV/2025 tgl. 25 April 2025 dan SPP No. 5TAN/SPP/1052/X/2025 tgl. 16 Oktober 2025 "
10001_2025,07/01/2026,70, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Mitra Power Perkasa ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II Afdeling III & V seluas 254,38 Ha Kebun Gunung Emas bulan Oktober 2025 sesuai SPK No. 5TAN/SPK/55/5KGS/IV/2025 tgl. 22 April 2025 ",,  18.252.845 ,,,,  18.252.845 ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II Afdeling III & V seluas 254,38 Ha Kebun Gunung Emas bulan Oktober 2025 sesuai SPK No. 5TAN/SPK/55/5KGS/IV/2025 tgl. 22 April 2025 "
10000_2025,07/01/2026,71, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Mitra Power Perkasa ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II seluas 353,72 Ha Afdeling III & V seluas 254,38 Ha Kebun Gunung Emas bulan Oktober 2025 sesuai SPK No. 5TAN/SPK/55/5KGS/IV/2025 tgl. 22 April 2025 ",,  14.680.703 ,,,,  14.680.703 ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) II seluas 353,72 Ha Afdeling III & V seluas 254,38 Ha Kebun Gunung Emas bulan Oktober 2025 sesuai SPK No. 5TAN/SPK/55/5KGS/IV/2025 tgl. 22 April 2025 "
9999_2025,07/01/2026,72, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, PT Mitra Power Perkasa ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) IV seluas 353,72 Ha Afdeling IV & VII Kebun Sungai Dekan bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/56/5KSD/IV/2025 tgl. 25 April 2025 ",,  23.607.753 ,,,,  23.607.753 ," Permintaan pembayaran Pekerjaan Tanaman Belum Menghasilkan (TBM) IV seluas 353,72 Ha Afdeling IV & VII Kebun Sungai Dekan bulan Nopember 2025 sesuai Surat Perjanjian No. 5TAN/SPK/56/5KSD/IV/2025 tgl. 25 April 2025 "
,07/01/2026,73, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,  ,  , Penarikan Dana Tunai Cek JJ 746283 ,,  800.000.000 ,,Penarikan Dana Tunai Cek JJ 746283,  800.000.000 ,  - ,  
0024_2026,07/01/2026,74, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. ANGKUTAN TBS DAN KARET , CV Koni Sejahtera , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Gunung Meliau bulan Desember 2025 sesuai Surat Perjanjjian No. 5TAN/SPK/46/5KGM/IV/2025 tgl. 8 April 2025 ,,  368.335.517 ,,,,  368.335.517 , Permintaan pembayaran Pekerjaan Angkutan TBS Kebun Gunung Meliau bulan Desember 2025 sesuai Surat Perjanjjian No. 5TAN/SPK/46/5KGM/IV/2025 tgl. 8 April 2025 
0025_2026,07/01/2026,75, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. ANGKUTAN TBS DAN KARET , CV Koni Sejahtera , Permintaan pembayaran Pekerjaan Angkutan Tankos Kebun Gunung Meliau bulan Desember 2025 sesuai Surat Perjanjjian No. 5TAN/SPK/76/5KGM/VI/2025 tgl. 4 Juni 2025 ,,  64.917.188 ,,,,  64.917.188 , Permintaan pembayaran Pekerjaan Angkutan Tankos Kebun Gunung Meliau bulan Desember 2025 sesuai Surat Perjanjjian No. 5TAN/SPK/76/5KGM/VI/2025 tgl. 4 Juni 2025 
9990_2025,07/01/2026,76, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Rejeki Teko Mulyo , Permintaan pembayaran atas Pekerjaan Langsir TBS Pihak III bulan Nopember 2025 Kebun Longkali sesuai Surat Perjanjian No. 5KLK/5TAN/SPK/55-60/IV/2025 tgl. 1 Nopember 2025 ,,  109.264.870 ,,,,  109.264.870 , Permintaan pembayaran atas Pekerjaan Langsir TBS Pihak III bulan Nopember 2025 Kebun Longkali sesuai Surat Perjanjian No. 5KLK/5TAN/SPK/55-60/IV/2025 tgl. 1 Nopember 2025 
0010_2026,07/01/2026,77, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, CV Sumber Artha Lestari , Permintaan rampung atas Jasa Antar Jemput Anak Sekolah Kebun Pelaihari Kalimantan Selatan sesuai No. SPK Kontrak 5KPL/X/SP/239/XI/2025 ,,  12.208.000 ,,,,  12.208.000 , Permintaan rampung atas Jasa Antar Jemput Anak Sekolah Kebun Pelaihari Kalimantan Selatan sesuai No. SPK Kontrak 5KPL/X/SP/239/XI/2025 
0016_2026,07/01/2026,78, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. ANGKUTAN TBS DAN KARET , Koperasi Karyawan Umpu Taka , Pembayaran Pengangkutan CPO dari PKS Long Pinang  ke Pelabuhan Umum Pondong periode 20-23 Desember 2025 sesuai No. Addendum 5TEP/ADD/43/V/2025 tgl. 30 Mei 2025 ,,  207.100.000 ,,,,  207.100.000 , Pembayaran Pengangkutan CPO dari PKS Long Pinang  ke Pelabuhan Umum Pondong periode 20-23 Desember 2025 sesuai No. Addendum 5TEP/ADD/43/V/2025 tgl. 30 Mei 2025 
0015_2026,07/01/2026,79, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. ANGKUTAN TBS DAN KARET , Koperasi Karyawan Umpu Taka , Pembayaran Pengangkutan CPO dari PKS Long Pinang  ke Pelabuhan Umum Pondong 15-19 Desember 2025 ,,  66.326.282 ,,,,  66.326.282 , Pembayaran Pengangkutan CPO dari PKS Long Pinang  ke Pelabuhan Umum Pondong 15-19 Desember 2025 
0064_2026,07/01/2026,80, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. SUMBANGAN DAN IURAN , Ferryanto Situmorang Bendahara Umum SPBUN PTPN XIII Tk Perusahaan , Pembayaran biaya Iuran Anggota Serikat Pekerja Perkebunan (SP BUN) PTPN IV Regional V (Eks. PTPN XIII) dan Potongan Sumbangan SP-BUN Wilayah Kalbar sesuai Surat No. SP-BUN/5SKH/05/I/2026 tanggal 6 Januari 2026 ,,  26.519.000 ,,,,  26.519.000 , Pembayaran biaya Iuran Anggota Serikat Pekerja Perkebunan (SP BUN) PTPN IV Regional V (Eks. PTPN XIII) dan Potongan Sumbangan SP-BUN Wilayah Kalbar sesuai Surat No. SP-BUN/5SKH/05/I/2026 tanggal 6 Januari 2026 
,07/01/2026,81, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,  ,  , Dropping Pembayaran Biaya PLN Kebun Unit Desember 2025 ,,  583.786.799 ,,Dropping Pembayaran Biaya PLN Kebun Unit Desember 2025,  583.786.799 ,  - ,  
,07/01/2026,82, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,  ,  , Dropping Pembayaran Atas Pengamanan Aset Kebun Unit Desember 2025 ,,  440.000.000 ,,Dropping Pembayaran Atas Pengamanan Aset Kebun Unit Desember 2025,  440.000.000 ,  - ,  
,07/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155507 - TAJATI ,  ,  , 81029155507| MCM InhouseTrf CS-CS  KE WILLY BUDIAWAN SUNARYO ,,  50.000.000 ,,81029155507| MCM InhouseTrf CS-CS  KE WILLY BUDIAWAN SUNARYO,  50.000.000 ,  - ,  
,07/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|Bantuan PerayaanPHBK erayaanPHBK Transfer Online CS  317278 7240588476PERKEBUNAN NUSANTARA ,,  4.993.500 ,,81029155502|Bantuan PerayaanPHBK erayaanPHBK Transfer Online CS  317278 7240588476PERKEBUNAN NUSANTARA,  4.993.500 ,  - ,  
,07/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|Transfer Fee         2026010 Fee         2026010 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155502|Transfer Fee         2026010 Fee         2026010 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,07/01/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,  ,  , Biaya Administrasi MCM ,,  75.800 ,,Biaya Administrasi MCM,  75.800 ,  - ,  
0078_2026,08/01/2026,83, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Gunung Meliau , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Gunung Meliau periode tgl. 6 Januari 2026 ,,  550.155.562 ,,,,  550.155.562 , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Gunung Meliau periode tgl. 6 Januari 2026 
0079_2026,08/01/2026,84, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Rimba Belian , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Rimba Belian periode tgl. 6 Januari 2026 ,,  424.875.150 ,,,,  424.875.150 , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Rimba Belian periode tgl. 6 Januari 2026 
0080_2026,08/01/2026,85, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Parindu , Permintaan pembayaran Pembelian TBS di PKS Parindu periode tgl. 6 Januari 2026 ,,  940.476.913 ,,,,  940.476.913 , Permintaan pembayaran Pembelian TBS di PKS Parindu periode tgl. 6 Januari 2026 
0081_2026,08/01/2026,86, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Ngabang , Permintaan pembayaran Pembelian TBS Pekebun Swadaya/Pihak III PKS Ngabang periode tgl. 6 Januari 2026 ,,  416.927.169 ,,,,  416.927.169 , Permintaan pembayaran Pembelian TBS Pekebun Swadaya/Pihak III PKS Ngabang periode tgl. 6 Januari 2026 
0082_2026,08/01/2026,87, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Kembayan , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Kembayan periode tgl. 6 Januari 2026 ,,  839.883.828 ,,,,  839.883.828 , Permintaan pembayaran Pembelian TBS Plasma/Pekebun Swadaya P.III PKS Kembayan periode tgl. 6 Januari 2026 
0083_2026,08/01/2026,88, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok di PKS Long Pinang , Permintaan pembayaran TBS di PKS Long Pinang periode tgl. 6 Januari 2026 ,,  256.610.466 ,,,,  256.610.466 , Permintaan pembayaran TBS di PKS Long Pinang periode tgl. 6 Januari 2026 
0084_2026,08/01/2026,89, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,,, Pemasok TBS di PKS Pelaihari , Permintaan pembayaran TBS Pemasok di PKS Pelaihari periode tgl. 6 Januari 2026 ,,  155.623.166 ,,,,  155.623.166 , Permintaan pembayaran TBS Pemasok di PKS Pelaihari periode tgl. 6 Januari 2026 
0027_2026,08/01/2026,90, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Terlampir ," Pengumandahan Karyawan Kebun Pamukan ke PKS Ngabang dari tanggal 26 Nopember 2025 s.d. 31 Desember 2025 sebanyak 16 orang (Perhitungan Terlampr). Periode I (26 Nopember s.d. 16 Desember 2025) dibayar 100%, Periode II (17 Desember 2025 s.d. 31 Desember 2025) dibayar 50% ",,  28.035.000 ,,,,  28.035.000 ," Pengumandahan Karyawan Kebun Pamukan ke PKS Ngabang dari tanggal 26 Nopember 2025 s.d. 31 Desember 2025 sebanyak 16 orang (Perhitungan Terlampr). Periode I (26 Nopember s.d. 16 Desember 2025) dibayar 100%, Periode II (17 Desember 2025 s.d. 31 Desember 2025) dibayar 50% "
,08/01/2026,91, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,  ,  , Dropping Uang Kerja Januari 2026 KP Balikpapan ,,  60.000.000 ,,Dropping Uang Kerja Januari 2026 KP Balikpapan,  60.000.000 ,  - ,  
9722_2025,08/01/2026,92, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Gunung Meliau , Pembayaran Kebutuhan Biaya untuk Pengadaan Sapras dan Prasarana Pengendalian Kebakaran Lahan di Kebun Gunung Meliau sesuai Memo No. 5KGM/5SBS/75/X/2025 tgl. 6 Oktober 2025 ,,  53.046.082 ,,,,  53.046.082 , Pembayaran Kebutuhan Biaya untuk Pengadaan Sapras dan Prasarana Pengendalian Kebakaran Lahan di Kebun Gunung Meliau sesuai Memo No. 5KGM/5SBS/75/X/2025 tgl. 6 Oktober 2025 
9946_2025,08/01/2026,93, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Pelaihari , Permintaan Pergantian biaya Mendatangkan Tenaga Panen Kebun Pelaihari bulan Juni 2025 sesuai surat No. 5KPL/5SO.II/46/VI/2025 tgl. 28 Juni 2025 ,,  2.003.000 ,,,,  2.003.000 , Permintaan Pergantian biaya Mendatangkan Tenaga Panen Kebun Pelaihari bulan Juni 2025 sesuai surat No. 5KPL/5SO.II/46/VI/2025 tgl. 28 Juni 2025 
9731_2025,08/01/2026,94, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, Kebun Pelaihari , Permintaan Pergantian Biaya Mendatangkan Tenaga Pamanen Kebun Pelaihari bulan Nopember 2025 sesuai surat No. 5KPL/5SO.I/23/XII/2025 tgl. 2 Desember 2025 ,,  12.814.560 ,,,,  12.814.560 , Permintaan Pergantian Biaya Mendatangkan Tenaga Pamanen Kebun Pelaihari bulan Nopember 2025 sesuai surat No. 5KPL/5SO.I/23/XII/2025 tgl. 2 Desember 2025 
9791_2025,08/01/2026,95, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, 5KTB (Kebun Tabara) , Pembayaran biaya Operasional Mess Kebun Tabara bulan Nopember & Desember 2025 sesuai surat No. 5KTB/5SKH/112/XII/2025 tgl. 17 Desember 2025 ,,  33.020.000 ,,,,  33.020.000 , Pembayaran biaya Operasional Mess Kebun Tabara bulan Nopember & Desember 2025 sesuai surat No. 5KTB/5SKH/112/XII/2025 tgl. 17 Desember 2025 
9823_2025,08/01/2026,96, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, 5PRM (PKS Rimba Belian) , Penggantian biaya Mess Tim Konsultan & Support RSPO PKS Rimba Belian bulan Desember 2025 sesuai surat No. 5PRM/5SBS/74/XII/2025 tgl. 17 Desember 2025 ,,  14.069.000 ,,,,  14.069.000 , Penggantian biaya Mess Tim Konsultan & Support RSPO PKS Rimba Belian bulan Desember 2025 sesuai surat No. 5PRM/5SBS/74/XII/2025 tgl. 17 Desember 2025 
0063_2026,08/01/2026,97, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, 5KPL (Kebun Pelaihari) , Pembayaran Uang Kerja biaya Mess Kebun Pelaihari Bulan Desember 2025 sesuai Memorandum No. 5KPL/5SBS/M-52/XII/2025 tgl. 31 Desember 2025 ,,  7.855.000 ,,,,  7.855.000 , Pembayaran Uang Kerja biaya Mess Kebun Pelaihari Bulan Desember 2025 sesuai Memorandum No. 5KPL/5SBS/M-52/XII/2025 tgl. 31 Desember 2025 
9508_2025,08/01/2026,98, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, 5UKT (Unit Group Kalimantan Timur) , Penggantian biaya Akomodasi dan Penginapan Polres Paser sesuai Memo Elektronik No. 5UKT/5SKH/eM-70/XII/2025 tgl. 06 Desember 2025 ,,  9.114.794 ,,,,  9.114.794 , Penggantian biaya Akomodasi dan Penginapan Polres Paser sesuai Memo Elektronik No. 5UKT/5SKH/eM-70/XII/2025 tgl. 06 Desember 2025 
9335_2025,08/01/2026,99, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,, 5UKS (Group Manager Wilayah Kalselteng) , Pembayaran biaya Carter Bus Pelaihari-Balikpapan PP sesuai Memorandum No. 5UKS/5SBS/M-28/XI/2025 tgl. 26 Nopember 2025 ,,  6.064.000 ,,,,  6.064.000 , Pembayaran biaya Carter Bus Pelaihari-Balikpapan PP sesuai Memorandum No. 5UKS/5SBS/M-28/XI/2025 tgl. 26 Nopember 2025 
,08/01/2026,100, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,,  ,  , Dropping Uang Kerja Lain-lain Desember 2025 Kebun - Unit ,,  1.011.599.712 ,,Dropping Uang Kerja Lain-lain Desember 2025 Kebun - Unit,  1.011.599.712 ,  - ,  
